"","original_title.x","id","Actor","Director","budget.x","X1st.genre","genres","X1st.production.company","runtime.x","ProductionBudget","DomesticGross","release_date.x"
"611","kiss of the dragon",2140,"jet li","chris nahon",25000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Twentieth Century Fox Film Corporation",98,2.5e+07,36833473,"2001-07-06"
"612","romeo must die",2085,"jet li","andrzej bartkowiak",25000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Silver Pictures",115,2.5e+07,55973336,"2000-03-20"
"613","snow dogs",11888,"jim belushi","brian levant",33000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Walt Disney Pictures",99,3.2e+07,81150692,"2002-01-18"
"614","the majestic",11086,"jim carrey","frank darabont",72000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Village Roadshow Pictures",152,7.2e+07,27796042,"2001-12-21"
"615","eternal sunshine of the spotless mind",38,"jim carrey","michel gondry",20000000,"science fiction","[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Anonymous Content",108,2e+07,34366518,"2004-03-19"
"616","madison",38717,"jim caviezel","william bindley",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",NA,99,15500000,517262,"2001-01-23"
"617","when the game stands tall",232679,"jim caviezel","thomas carter",15000000,"drama","[{'id': 18, 'name': 'Drama'}]","Mandalay Pictures",115,1.5e+07,30127963,"2014-08-22"
"618","pooh s heffalump movie",13682,"jim cummings","frank nissen",0,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","Walt Disney Pictures",68,2e+07,18098433,"2005-02-11"
"619","the guru",9027,"jimi mistry","daisy von scherler mayer",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Universal Pictures",91,1.1e+07,3051221,"2002-08-21"
"620","shorts",25132,"jimmy bennett","robert rodriguez",40000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Warner Bros. Pictures",89,2e+07,20919166,"2009-08-21"
"621","fugly",281730,"jimmy shergill","kabir sadanand",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",NA,134,4500000,0,"2014-06-13"
"622","the master",68722,"joaquin phoenix","paul thomas anderson",32000000,"drama","[{'id': 18, 'name': 'Drama'}]","Ghoulardi Film Company",137,37500000,16247159,"2012-09-07"
"623","her",152601,"joaquin phoenix","spike jonze",23000000,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","Warner Bros.",126,2.3e+07,25568251,"2013-12-18"
"624","murderball",14278,"joe bishop","henry alex rubin",300000,"documentary","[{'id': 99, 'name': 'Documentary'}]","Thinkfilm",88,350000,1531154,"2005-07-22"
"625","fat sick nearly dead",72914,"joe cross","joe cross",0,"documentary","[{'id': 99, 'name': 'Documentary'}]",NA,97,2600000,0,"2010-04-16"
"626","lol",44434,"joe swanberg","joe swanberg",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",NA,81,1.1e+07,0,"2006-03-13"
"627","it comes at night",418078,"joel edgerton","trey edward shults",5000000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Animal Kingdom",91,5e+06,13985117,"2017-06-09"
"628","loving",339419,"joel edgerton","jeff nichols",9000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Big Beach Films",123,9e+06,7710234,"2016-11-04"
"629","robocop",97020,"joel kinnaman","josé padilha",120000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","Columbia Pictures",102,1.2e+08,58607007,"2014-01-30"
"630","wish upon",440597,"joey king","john r leonetti",0,"fantasy","[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Broad Green Pictures",90,1.2e+07,14301505,"2017-07-07"
"631","detroit",407448,"john boyega","kathryn bigelow",34000000,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","Metro-Goldwyn-Mayer (MGM)",143,4e+07,16790139,"2017-07-28"
"632","wreck it ralph",82690,"john c reilly","rich moore",165000000,"family","[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","Walt Disney Animation Studios",108,1.65e+08,189412677,"2012-11-01"
"633","my big fat greek wedding 2",302688,"john corbett","kirk jones",18000000,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Universal Pictures",94,1.8e+07,59689605,"2016-03-23"
"634","martian child",5126,"john cusack","menno meyjes",0,"drama","[{'id': 18, 'name': 'Drama'}]","New Line Cinema",106,2.7e+07,7500310,"2007-11-02"
"636","max",13560,"john cusack","menno meyjes",11000000,"war","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]","Film Council",106,2e+07,42656255,"2002-09-10"
"638","the jungle book 2",14873,"john goodman","steve trenbirth",20000000,"family","[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]","Walt Disney Pictures",72,2e+07,47901582,"2003-02-07"
"639","away we go",19255,"john krasinski","sam mendes",17000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Neal Street Productions",98,2.1e+07,9451946,"2009-06-05"
"640","empire",13369,"john leguizamo","franc reyes",4000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","Universal Studios",90,3500000,17504595,"2002-12-06"
"641","swordfish",9705,"john travolta","dominic sena",102000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Village Roadshow Pictures",99,8e+07,69772969,"2001-06-07"
"642","thirteen conversations about one thing",17734,"john turturro","jill sprecher",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,104,3e+06,3287435,"2001-09-02"
"643","alice through the looking glass",241259,"johnny depp","james bobin",170000000,"family","[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","Walt Disney Pictures",113,1.7e+08,77042381,"2016-05-25"
"644","corpse bride",3933,"johnny depp","tim burton",40000000,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]","Warner Bros.",77,3e+07,53359111,"2005-09-09"
"645","the lone ranger",57201,"johnny depp","gore verbinski",255000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]","Walt Disney Pictures",149,2.25e+08,89302115,"2013-07-03"
"646","charlie and the chocolate factory",118,"johnny depp","tim burton",150000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","Village Roadshow Pictures",115,1.5e+08,206459076,"2005-07-13"
"647","rango",44896,"johnny depp","gore verbinski",135000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]","Paramount Pictures",107,1.35e+08,123477607,"2011-03-02"
"648","grand theft parsons",16433,"johnny knoxville","david caffrey",0,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",NA,88,1200000,0,"2003-06-18"
"649","whiplash",367412,"johnny simmons","damien chazelle",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",NA,18,3300000,13092006,"2013-01-18"
"650","jackpot",196859,"jon gries","michael polish",400000,NA,"[]",NA,97,4e+05,44452,"2001-07-26"
"651","superbabies baby geniuses 2",31117,"jon voight","bob clark",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Crystal Sky Worldwide",88,2e+07,9109322,"2004-08-27"
"652","indie game the movie",80215,"jonathan blow","lisanne pajot",0,"documentary","[{'id': 99, 'name': 'Documentary'}]","BlinkWorks Media",96,1e+05,0,"2012-05-18"
"653","house of the dead",11059,"jonathan cherry","uwe boll",7000000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Boll Kino Beteiligungs GmbH & Co. KG",90,7e+06,10199354,"2003-04-11"
"654","project almanac",227719,"jonny weston","dean israelite",12000000,"science fiction","[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","Paramount Pictures",106,1.2e+07,22348241,"2015-01-29"
"656","the land",373471,"jorge lendeborg jr","steven caple jr",0,"drama","[{'id': 18, 'name': 'Drama'}]","Low Spark Films",102,1e+06,43756,"2016-07-29"
"657","the sound and the shadow",362765,"joseph e murray","justin paul miller",0,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]","Veracity Productions",90,5e+05,0,"2014-10-19"
"658","the walk",285783,"joseph gordon levitt","robert zemeckis",35000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","TriStar Pictures",123,3.5e+07,10161183,"2015-09-30"
"659","premium rush",49526,"joseph gordon levitt","david koepp",35000000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Pariah Entertainment Group",91,3.5e+07,20275446,"2012-08-24"
"660","snowden",302401,"joseph gordon levitt","oliver stone",40000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Endgame Entertainment",134,5e+07,21587519,"2016-09-15"
"661","oldboy",87516,"josh brolin","spike lee",30000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}]","Vertigo Entertainment",104,3e+06,707391,"2013-11-14"
"662","gangster squad",82682,"josh brolin","ruben fleischer",60000000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Village Roadshow Pictures",113,6e+07,46000903,"2013-01-10"
"663","labor day",130150,"josh brolin","jason reitman",18000000,"drama","[{'id': 18, 'name': 'Drama'}]","Mr. Mudd Production",111,1.8e+07,13371528,"2013-12-27"
"664","w ",10523,"josh brolin","oliver stone",25100000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","Ixtlan Productions",131,25100000,25534493,"2008-10-17"
"665","misconduct",373314,"josh duhamel","shintaro shimosawa",11000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Lionsgate",106,1.1e+07,0,"2016-02-05"
"666","win a date with tad hamilton ",13476,"josh duhamel","robert luketic",17000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","DreamWorks SKG",95,2.4e+07,16980098,"2004-01-23"
"667","lucky number slevin",186,"josh hartnett","paul mcguigan",27000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","The Weinstein Company",110,2.7e+07,22495466,"2006-02-24"
"670","battle of the year",109417,"josh holloway","benson lee",20000000,"music","[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]","Screen Gems",110,2e+07,8888355,"2013-09-21"
"671","epic",116711,"josh hutcherson","chris wedge",100000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","Blue Sky Studios",102,1e+08,107518682,"2013-05-15"
"672","hide and seek",277796,"josh o connor","joanna coates",0,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","Film Movement",82,2.5e+07,51100486,"2014-06-20"
"673","the skulls",11478,"joshua jackson","rob cohen",15000000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Universal Pictures",106,1.5e+07,35007180,"2000-03-31"
"674","metegol",153158,"juan josé campanella","juan josé campanella",22000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]","100 Bares",106,2.2e+07,0,"2013-07-18"
"675","philomena",205220,"judi dench","stephen frears",12000000,"drama","[{'id': 18, 'name': 'Drama'}]","BBC Films",98,1.2e+07,37709979,"2013-11-01"
"677","on the outs",78307,"judy marte","lori silverbush",0,"drama","[{'id': 18, 'name': 'Drama'}]","Youth House Productions",86,250000,49772,"2004-09-11"
"678","smurfs the lost village",137116,"julia roberts","kelly asbury",60000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Columbia Pictures",89,6e+07,45020282,"2017-03-23"
"679","the business of strangers",31064,"julia stiles","patrick stettner",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","i5 Films",84,6e+06,1030920,"2001-01-19"
"681","save the last dance",9816,"julia stiles","thomas carter",13000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]","MTV Films",112,1.3e+07,91038276,"2001-01-12"
"683","rock of ages",80585,"julianne hough","adam shankman",75000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","New Line Cinema",123,7e+07,38518613,"2012-06-13"
"684","freeheld",306745,"julianne moore","peter sollett",7000000,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","Double Feature Films",103,7e+06,546201,"2015-10-02"
"685","circle",335866,"julie benz","aaron hann",0,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","Votiv Films",87,2e+06,10024,"2015-10-02"
"687","justin bieber never say never",54518,"justin bieber","jon m chu",13000000,"documentary","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]","Insurge Pictures",105,1.3e+07,73013910,"2011-02-11"
"688","revenge of the green dragons",286709,"justin chon","andrew lau",5000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","Artfire Films",94,5e+06,2500,"2014-03-15"
"689","mutual appreciation",40769,"justin rice","andrew bujalski",500000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",NA,109,30000,103509,"2005-03-01"
"690","the open road",24663,"justin timberlake","michael meredith",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",NA,90,1e+07,19716,"2009-02-07"
"691","super capers",20177,"justin whalin","ray griggs",0,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",NA,98,2e+06,30955,"2009-01-01"
"692","abduction",465044,"karolina antosik","molly smith",0,"fantasy","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",NA,90,3.5e+07,28087155,"2017-06-28"
"693","underworld",277,"kate beckinsale","len wiseman",22000000,"fantasy","[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Lakeshore Entertainment",121,2.2e+07,51970690,"2003-09-19"
"695","the face of an angel",254024,"kate beckinsale","michael winterbottom",0,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","Revolution Films",100,2.6e+07,0,"2014-09-06"
"697","amnesiac",351043,"kate bosworth","michael polish",3000000,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","Infra-Red Pictures",90,3e+06,0,"2015-08-14"
"698","blue crush",9266,"kate bosworth","john stockwell",25000000,"adventure","[{'id': 12, 'name': 'Adventure'}]","Imagine Entertainment",104,3e+07,40118420,"2002-08-08"
"699","funny ha ha",33693,"kate dollenmayer","andrew bujalski",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",NA,85,30000,77070,"2002-09-20"
"700","a little bit of heaven",45156,"kate hudson","nicole kassell",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Davis Entertainment",106,12500000,10011,"2011-02-03"
"701","raising helen",4599,"kate hudson","garry marshall",50000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Touchstone Pictures",119,5e+07,37485528,"2004-05-27"
"702","side effects",7871,"katherine heigl","kathleen slattery moschkau",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Mo Productions",90,2e+05,44701,"2005-03-07"
"706","cinderella",289673,"kathleen turner","beeban kidron",0,NA,"[]",NA,90,9.5e+07,201151353,"2000-01-01"
"707","step up revolution",85446,"kathryn mccormick","scott speer",33000000,"music","[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Summit Entertainment",99,3.3e+07,35074677,"2012-07-26"
"708","paranormal activity 4",82990,"katie featherston","henry joost",5000000,"horror","[{'id': 27, 'name': 'Horror'}]","Paramount Pictures",95,5e+06,53900335,"2012-10-17"
"709","abandon",15992,"katie holmes","stephen gaghan",25000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Paramount Pictures",99,2.5e+07,10719367,"2002-10-14"
"710","pieces of april",1550,"katie holmes","peter hedges",300000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Kalkaska Productions",81,3e+05,2528664,"2003-01-19"
"711","absentia",74777,"katie parker","mike flanagan",70000,"mystery","[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Blue Dot Productions",92,70000,0,"2011-03-03"
"712","girls gone dead",117942,"katie peterson","michael hoffman jr",500000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","Spy Global Media",104,5e+05,0,"2012-03-28"
"713","standing ovation",55567,"kayla jackson","stewart raffill",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",NA,105,5600000,531806,"2010-07-16"
"714","47 ronin",64686,"keanu reeves","carl rinsch",175000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","Mid Atlantic Films",119,1.75e+08,38362475,"2013-12-06"
"715","the replacements",10393,"keanu reeves","howard deutch",0,"comedy","[{'id': 35, 'name': 'Comedy'}]","Warner Bros.",118,5e+07,44737059,"2000-08-07"
"716","john wick",245891,"keanu reeves","chad stahelski",20000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Summit Entertainment",101,3e+07,43037835,"2014-10-22"
"717","the matrix revolutions",605,"keanu reeves","lilly wachowski",150000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","Village Roadshow Pictures",129,1.5e+08,139270910,"2003-11-05"
"718","hardball",20857,"keanu reeves","brian robbins",32000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Paramount Pictures",106,2.1e+07,40222729,"2001-09-14"
"719","a dangerous method",48231,"keira knightley","david cronenberg",15000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Recorded Pictures Company",99,2e+07,5702083,"2011-09-30"
"720","whale rider",1088,"keisha castle hughes","niki caro",8000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","South Pacific Pictures",101,4300000,20779666,"2003-01-30"
"721","brotherly love",295886,"keke palmer","jamal hill",1900000,"drama","[{'id': 18, 'name': 'Drama'}]",NA,89,1900000,478595,"2015-04-24"
"722","letters from iwo jima",1251,"ken watanabe","clint eastwood",19000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","DreamWorks SKG",141,1.3e+07,13756082,"2006-12-19"
"723","the road to el dorado",10501,"kenneth branagh","don michael paul",95000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","DreamWorks SKG",89,9.5e+07,50802661,"2000-03-31"
"724","wonder woman",15359,"keri russell","lauren montgomery",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]","DC Comics",74,1.5e+08,412563408,"2009-03-03"
"725","signs",53214,"kestie morassi","patrick hughes",0,"romance","[{'id': 10749, 'name': 'Romance'}]",NA,12,70702619,227969295,"2008-03-10"
"726","cop car",310133,"kevin bacon","jon watts",0,"thriller","[{'id': 53, 'name': 'Thriller'}]","Park Pictures",86,5e+06,134552,"2015-08-07"
"728","death sentence",11835,"kevin bacon","james wan",20000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Twentieth Century Fox Film Corporation",105,2e+07,9534258,"2007-08-31"
"730","hollow man",9383,"kevin bacon","paul verhoeven",95000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","Columbia Pictures Corporation",112,9e+07,73209340,"2000-08-04"
"732","black or white",253331,"kevin costner","mike binder",9000000,"drama","[{'id': 18, 'name': 'Drama'}]","Treehouse Pictures",121,9e+06,21571189,"2014-09-06"
"733","open range",2055,"kevin costner","kevin costner",22000000,"western","[{'id': 37, 'name': 'Western'}]","Tig Productions",139,2.6e+07,58331254,"2003-08-29"
"734","3 days to kill",192102,"kevin costner","mcg",28000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Wonderland Sound and Vision",113,2.8e+07,30697999,"2014-02-14"
"735","an american carol",13948,"kevin farley","david zucker",20000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","Mpower Pictures",83,2e+07,7013191,"2008-10-03"
"736","about last night",222899,"kevin hart","steve pink",12500000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Screen Gems, Inc.",100,1.3e+07,48637684,"2014-02-14"
"737","kevin hart laugh at my pain",74510,"kevin hart","tim story",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]","Comedy Central Films",89,750000,7706436,"2011-09-09"
"738","kevin hart let me explain",181330,"kevin hart","leslie small",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]","Hartbeat Productions",74,2500000,32244051,"2013-07-03"
"739","kevin hart what now ",339927,"kevin hart","tim story",0,"comedy","[{'id': 35, 'name': 'Comedy'}]","Universal Pictures",96,1e+07,23591043,"2016-10-14"
"740","ride along 2",323675,"kevin hart","tim story",40000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","Universal Pictures",102,4e+07,90862685,"2016-01-14"
"741","trade",4170,"kevin kline","marco kreuzpaintner",12000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Centropolis Film Productions",120,1.2e+07,214202,"2007-01-23"
"742","the emperor s club",17187,"kevin kline","michael hoffman",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Universal Pictures",108,12500000,14060950,"2002-11-22"
"743","life as a house",11457,"kevin kline","irwin winkler",18000000,"drama","[{'id': 18, 'name': 'Drama'}]","New Line Cinema",125,1.8e+07,15652637,"2001-10-25"
"744","the rise of the krays",356216,"kevin leslie","zackary adler",2500000,"crime","[{'id': 80, 'name': 'Crime'}]","Carnaby International",110,2500000,0,"2015-08-29"
"745","deterrence",25212,"kevin pollak","rod lurie",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Battleplan Productions",101,8e+05,144583,"2000-03-10"
"746","pay it forward",10647,"kevin spacey","mimi leder",40000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Bel Air Entertainment",122,4e+07,33508922,"2000-10-12"
"747","the life of david gale",11615,"kevin spacey","alan parker",50000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Mikona Productions GmbH & Co. KG",130,5e+07,19694635,"2003-02-21"
"748","casino jack",45324,"kevin spacey","george hickenlooper",12500000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","An Olive Branch Productions",108,12500000,2039869,"2010-09-16"
"749","i dreamed of africa",21311,"kim basinger","hugh hudson",34000000,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]","Columbia Pictures",114,3.4e+07,6543194,"2000-05-05"
"750","bless the child",10391,"kim basinger","chuck russell",40000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Paramount Pictures",107,4e+07,29374178,"2000-08-11"
