"","id","budget","1st genre","original_title","1st production company","release_date","revenue","runtime"
"28078","187462","0","adventure","robosapien: rebooted",NA,2013-04-01,0,86
"28079","139459","0","drama","contest","contest llc",2013-12-31,0,88
"28080","47208","0","drama","freedom song",NA,2000-02-27,0,112
"28082","128073","0","drama","greetings from tim buckley","archer gray",2012-09-09,0,99
"28086","22211","0","fantasy","hercules","hallmark entertainment",2005-04-01,0,240
"28088","136074","0","family","little monsters",NA,2012-01-02,0,107
"28093","37813","0","horror","shadow","blu cinematografica",2010-05-14,0,77
"28098","102533","0",NA,"stormy weather",NA,2003-09-07,0,91
"28106","15420","0","thriller","the plague","armada films",2006-09-05,0,88
"28108","169343","0","documentary","la plaga","arte france",2013-02-07,0,85
"28109","201765","0","comedy","tres bodas de más","antena 3 films",2013-12-05,0,94
"28110","239650","0","comedy","a madea christmas",NA,2011-11-22,0,152
"28111","51245","0","drama","形影不离","trigger street productions",2011-10-08,0,97
"28121","110553","0","comedy","austin high",NA,2011-10-22,0,100
"28122","128062","0","drama","todos mienten","alta definicion",2009-03-28,0,75
"28123","256779","0","drama","silmäterä",NA,2013-06-13,0,90
"28125","158933","0",NA,"charlie victor romeo",NA,2014-01-29,0,80
"28126","138394","0",NA,"monty python - almost the truth (the lawyer's cut)",NA,2009-10-04,0,464
"28127","261814","0","documentary","super duper alice cooper","eagle rock entertainment",2014-04-17,0,86
"28128","82649","0","thriller","lunopolis",NA,2009-01-01,0,98
"28129","238792","0","drama","the mayor of casterbridge",NA,2003-12-28,0,196
"28132","273248","44000000","crime","the hateful eight","double feature films",2015-12-25,155760117,167
"28133","63775","0","fantasy","burn paris burn",NA,2008-11-12,0,NA
"28134","251016","0","comedy","patton oswalt: tragedy plus comedy equals time",NA,2014-01-17,0,59
"28135","133459","0","comedy","sune i grekland: all inclusive","nordisk film",2012-12-21,0,95
"28136","226673","0","animation","pororo: the racing adventure",NA,2013-11-17,0,77
"28150","209840","0","drama","郊遊","homegreen films",2014-02-21,0,138
"28156","264166","0","documentary","point and shoot",NA,2014-04-19,0,82
"28157","272691","0","thriller","해무","lewis pictures",2014-08-13,0,111
"28158","273632","0","drama","la petite reine","téléfilm canada",2014-06-13,0,108
"28160","244260","0","drama","little accidents","mindsmack productions",2015-01-16,0,105
"28163","81332","0","family","a christmas kiss","moody independent",2011-11-12,0,96
"28164","99332","0","documentary","eurocrime! the italian cop and gangster films that ruled the '70s",NA,2012-03-30,0,127
"28166","265208","30000000","thriller","wild card","current entertainment",2015-01-14,0,92
"28167","293450","0","drama","ækte vare","beofilm",2014-05-08,0,89
"28168","256912","0","thriller","lasa y zabala","abra producciones",2014-10-17,0,107
"28169","116303","0","drama","レンタネコ","asmik ace entertainment",2012-05-12,0,110
"28170","8014","6000000","adventure","valley of flowers","pandora filmproduktion",2006-07-15,0,120
"28171","186729","0","comedy","attila marcel","pathe communications",2013-11-06,0,106
"28172","286565","12000000","drama","paper towns","fox 2000 pictures",2015-06-18,85512300,109
"28173","173497","0",NA,"we cause scenes",NA,2014-01-08,0,86
"28174","43584","0","drama","cuore sacro","r&c produzioni",2005-02-25,0,0
"28175","265226","0","drama","le meraviglie","rai cinema",2014-05-22,0,110
"28176","252838","23000000","comedy","the wedding ringer","miramax films",2015-01-16,79799880,101
"28180","69499","0","music","naan kadavul","vasan visual ventures",2009-02-06,7500000,150
"28181","22974","0","comedy","üvegtigris","filmpartners",2001-10-18,0,105
"28182","282672","0","romance","my mistress","mini studios",2014-08-14,0,104
"28183","81684","0","adventure","the gruffalo's child","magic light pictures",2011-12-25,0,26
"28184","290999","0","horror","wyrmwood: road of the dead","guerilla films",2014-09-19,0,98
"28185","242083","1000000","drama","hits","honora productions",2014-01-21,0,96
"28186","35336","0","crime","tusenbröder: återkomsten",NA,2006-03-10,0,0
"28189","308160","3500000","crime","jönssonligan - den perfekta stöten","tre vänner produktion ab",2015-01-16,0,88
"28190","163431","0","drama","ego","filmlance international ab",2013-01-24,0,105
"28196","37730","0","comedy","jönssonligan spelar högt","filmlance international ab",2000-12-25,0,92
"28197","218909","0","drama","sommarstället",NA,2013-04-21,0,83
"28198","87204","0","drama","alla älskar alice","svt drama",2002-10-04,0,113
"28200","171427","0","comedy","studentfesten","four brothers pictures",2013-04-19,0,98
"28201","93222","0","comedy","kvarteret skatan reser till laholm","svensk filmindustri",2012-03-16,0,83
"28202","21842","0","comedy","livet är en schlager","svt drama",2000-11-10,0,108
"28203","8743","0","action","rånarna","lefwander kapitalförvaltning ab",2003-12-13,0,100
"28204","49874","0","comedy","kommissarie späck","happy fiction",2010-06-04,0,82
"28205","285245","0","comedy","10 000 timmar","way creative films",2014-04-04,0,90
"28208","241251","4000000","thriller","the boy next door","universal pictures",2015-01-23,52425855,91
"28209","263105","0","drama","boy meets girl",NA,2015-02-06,0,95
"28212","253849","0","thriller","john doe: vigilante","screen corporation",2014-03-21,0,93
"28213","154326","2","adventure","마음이","golden village",2006-10-25,0,97
"28214","86835","0","romance","knight of cups","waypoint entertainment",2015-02-08,566006,118
"28215","311291","0","drama","45 years","british film institute (bfi)",2015-08-28,4250507,95
"28216","320003","0","drama","journal d'une femme de chambre","les films du lendemain",2015-02-07,0,96
"28217","320001","0","drama","ixcanul","tu vas voir productions",2015-01-20,0,100
"28218","319999","0","drama","ciało","nowhere sp. z o. o.",2015-01-20,0,90
"28219","320004","0","drama","nadie quiere la noche","televisión española (tve)",2015-11-27,0,118
"28220","311301","0","drama","als wir träumten","pandora filmverleih",2015-02-10,0,117
"28221","8906","98","drama","wolke 9","peter rommel productions",2008-05-17,0,98
"28222","320007","0","drama","victoria","wdr",2015-06-11,3191998,138
"28223","40243","0","drama","ただ、君を愛してる","avex entertainment",2006-10-28,0,116
"28224","323431","0","drama","petting zoo","match factory, the",2015-02-10,0,93
"28225","186976","0","drama","la jaula de oro","animal de luz films",2013-12-04,0,110
"28226","248710","1490000","comedy","ainoat oikeat",NA,2013-12-27,0,117
"28228","276839","3000000","drama","home sweet hell","darko entertainment",2015-03-13,0,98
"28232","244562","0","drama","jamie marks is dead","verisimilitude",2014-08-29,0,100
"28238","265228","0","drama","timbuktu","le pacte",2014-12-10,1076075,95
"28239","176545","0","comedy","casting couch",NA,2013-03-11,0,93
"28244","127853","0","documentary","artifact","filmbuff",2012-09-14,0,105
"28245","259358","0","adventure","sputnik","mitteldeutscher rundfunk (mdr)",2013-10-24,0,93
"28246","227383","0","drama","kolmistaan",NA,2008-02-01,0,NA
"28247","315049","0","comedy","viikossa aikuiseksi","nordisk film",2015-01-23,0,92
"28248","130805","0","tv movie","expecting a miracle",NA,2009-01-10,0,0
"28249","248933","6350000","western","das finstere tal","allegro-film",2014-02-14,0,115
"28252","55567","0","comedy","standing ovation",NA,2010-07-16,531826,105
"28256","46806","0","comedy","eloise at the plaza",NA,2003-01-01,0,89
"28257","265497","0","documentary","one last hug","hbo documentary",2014-04-14,0,37
"28258","254772","0","crime","two men in town","tessalit productions",2014-02-06,0,120
"28260","2141","0","drama","james dean","five mile river films",2001-08-04,0,90
"28261","59191","0","family","eloise at christmastime","handmade films ltd.",2003-11-23,0,89
"28262","318040","0","drama","bizarre","eivissa productions",2015-02-07,0,99
"28263","37058","0","drama","i'm here",NA,2010-03-01,0,30
"28265","284568","0","documentary","closure",NA,2013-12-01,0,76
"28282","44541","0","documentary","reformat the planet",NA,2008-01-01,0,0
"28284","213831","0","documentary","drew: the man behind the poster",NA,2013-08-16,0,97
"28287","66178","0","drama","plastic bag",NA,2009-09-07,0,18
"28288","206296","0","comedy","the last five years","lucky monkey pictures",2014-11-03,0,94
"28289","11925","0","comedy","naken","pratfilm",2000-12-15,0,94
"28290","181454","0","documentary","the ghosts in our machine","ghosts media",2013-04-28,0,93
"28291","201085","55000000","mystery","crimson peak","legendary pictures",2015-10-13,74679822,119
"28292","254258","0","drama","as dreamers do","vision films",2014-05-02,0,90
"28293","300803","0","action","dragonheart 3: the sorcerer's curse","raffaella productions",2015-02-24,0,97
"28300","322260","0",NA,"crockdale",NA,2011-01-01,0,0
"28302","26808","0","drama","beau brummell: this charming man","flashback television",2006-06-19,0,78
"28303","122023","0","drama","casanova","bbc wales",2005-03-13,0,174
"28304","303457","0","action","chaar sahibzaade","eros international",2014-11-06,0,134
"28305","295914","0","drama","kurmanjan datka. queen of the mountains","kirghizfilm",2014-08-22,0,135
"28308","26910","1700000","adventure","அன்பே சிவம்","lakshmi movie makers",2003-01-14,0,160
"28311","249772","0","action","1 - నేనొక్కడినే","14 reels entertainment",2014-01-10,0,150
"28312","299049","0","family","bey yaar",NA,2014-08-29,0,150
"28318","214218","0","drama","life's a breeze","fastnet films",2013-07-19,0,83
"28320","105554","0",NA,"the forgotten space",NA,2010-12-31,0,112
"28321","294826","0","family","the runner from ravenshead","little crew studios",2010-07-23,0,81
"28322","37590","0","drama","ακαδημία πλάτωνος","arte",2009-07-22,0,103
"28323","117098","0","adventure","cloudburst",NA,2011-09-23,0,93
"28324","85340","0","drama","en enkel till antibes",NA,2011-09-30,0,105
"28325","216652","0","drama","mike birbiglia: my girlfriend's boyfriend","new wave entertainment",2013-08-22,0,75
"28326","259395","0","comedy","tom segura: completely normal","new wave entertainment",2014-03-15,0,73
"28328","55804","0","comedy","mike birbiglia: what i should have said was nothing",NA,2008-02-09,0,60
"28330","13611","250000","documentary","heckler",NA,2007-01-01,0,80
"28335","326591","118399","documentary","hollywood between paranoia and sci-fi. the power of myth","wichita films",2011-05-06,0,55
"28337","158382","0","comedy","hotel hell vacation",NA,2010-02-07,0,14
"28338","218393","0",NA,"na kathesai kai na koitas","greek film center",2013-11-08,0,98
"28339","91410","0","drama","κινέττα","haos film",2005-03-22,0,95
"28341","134656","0","horror","i love sarah jane","the last picture company",2008-01-01,0,14
"28344","83209","0","drama","mahler auf der couch",NA,2010-06-24,0,97
"28346","15567","0","animation","stitch! the movie","walt disney television animation",2003-08-26,0,60
"28347","24633","0","drama","phantomschmerz",NA,2009-04-30,0,97
"28348","84012","0","documentary","the invisible frame","auswärtiges amt",2009-11-11,0,60
"28349","243938","14000000","comedy","hot tub time machine 2","paramount pictures",2015-02-20,12314651,93
"28351","78274","0",NA,"music for one apartment and six drummers",NA,2001-09-13,0,10
"28352","21775","22000000","adventure","le concile de pierre",NA,2006-11-15,0,102
"28353","19106","12500000","animation","lascars","bac films",2009-06-17,0,96
"28354","18896","0","comedy","les beaux gosses","les films des tournelles",2009-06-10,0,90
"28355","269711","0","animation","johnnyexpress","alfred image works",2014-05-08,0,5
"28358","268522","0",NA,"等风来",NA,2013-12-31,0,106
"28359","189204","0","comedy","lovestruck: the musical",NA,2013-04-21,0,83
"28360","170750","0","drama","getting go: the go doc project","speak productions",2013-03-04,0,91
"28362","13587","0","comedy","eddie izzard: circle",NA,2002-11-18,0,82
"28363","88318","0","drama","secrets of eden","craig anderson productions",2012-02-04,0,85
"28364","277686","0","horror","m.o.ž.","locomotive productions",2015-02-27,0,71
"28365","288313","0","drama","perez.","tramp ltd",2014-10-02,0,94
"28366","326536","0","horror","the coven",NA,2015-02-16,0,86
"28367","315010","0","drama","sense and sensibility","bbc worldwide",2008-01-01,0,174
"28368","98554","0","tv movie","serving life",NA,2011-07-28,0,0
"28380","300176","0","documentary","joanna",NA,2013-06-28,0,45
"28381","274805","0","documentary","nasza klatwa",NA,2013-05-28,0,27
"28382","228736","0","romance","banklady","studiocanal",2013-09-29,0,118
"28383","316183","0",NA,"what other couples do",NA,2013-01-01,0,87
"28384","287509","0","romance","tokyo fiancée","versus production",2014-09-07,0,100
"28385","95744","0","comedy","la montaña rusa","enrique cerezo producciones cinematográficas s.a.",2012-03-15,0,110
"28386","271164","0","music","the song","city on a hill productions",2014-09-26,1009620,116
"28389","69974","0",NA,"de zee die denkt",NA,2000-12-20,0,100
"28391","218262","0",NA,"memphis",NA,2013-08-31,0,84
"28392","261985","0","family","cenerentola","beta film",2011-10-30,0,180
"28393","54796","0","tv movie","thicker than water","larry levinson productions",2005-11-23,0,87
"28394","158150","4000000","comedy","how to fall in love","annuit coeptis entertainment inc.",2012-07-21,0,0
"28395","121822","0","mystery","the time being",NA,2012-09-11,0,88
"28401","285176","950000","comedy","mot naturen","mer film",2014-09-19,0,80
"28402","286873","0","adventure","northmen: a viking saga","jumping horse film",2014-09-27,0,97
"28403","50714","0","thriller","reflections",NA,2008-06-24,0,90
"28404","285270","0","drama","believe me",NA,2014-09-26,0,93
"28405","126331","0","romance","les invisibles",NA,2012-11-28,0,115
"28409","47110","0","comedy","αυστηρώς κατάλληλο",NA,2008-10-23,0,102
"28411","208028","0","drama","exhibition","bbc films",2013-08-09,0,104
"28412","325358","20000000","action","superfast!","the safran company",2015-03-05,0,99
"28417","96987","0","comedy","the do-deca-pentathlon","duplass brothers productions",2012-07-06,0,76
"28418","243881","0","drama","adios carmen",NA,2013-12-08,0,104
"28419","306293","0","drama","zero","timlif",2012-06-01,0,120
"28420","37858","0","action","bandaged","jürgen brüning filmproduktion",2009-04-03,0,92
"28422","114155","0","drama","effie gray","sovereign films",2014-03-08,0,108
"28423","186970","0","drama","grigris","france 3 cinéma",2013-07-10,0,101
"28424","179812","0","drama","camp",NA,2013-02-22,0,111
"28425","31355","0","drama","les jolies choses","m6 films",2001-11-14,0,105
"28426","45417","0","fantasy","钟无艳",NA,2001-01-18,0,123
"28427","65364","1000000","drama","sexual predator","magic hour pictures",2001-12-04,0,85
"28428","13842","0","drama","broken bridges","paramount pictures",2006-09-08,251775,105
"28429","179150","0","comedy","réalité","orange sky",2014-08-28,0,95
"28434","278632","0","thriller","julia","zero gravity management",2014-10-14,2710,95
"28437","186975","0","crime","norte, hangganan ng kasaysayan","origin8 media",2013-09-29,0,250
"28438","229304","0","drama","한공주","vill lee film",2015-05-08,0,112
"28439","25320","0","drama","hysteria: the def leppard story","lsl productions",2001-07-18,0,90
"28440","146578","0","action","the package","pitchblack pictures inc.",2013-02-09,1469,93
"28441","251987","0","comedy","a short history of decay",NA,2014-05-16,0,94
"28442","165864","4500000","horror","hansel and gretel get baked","tribeca productions",2013-02-19,0,86
"28443","245025","0",NA,"freeheld",NA,2007-01-18,0,40
"28444","256591","50100000","romance","focus","kramer & sigman films",2015-02-25,153962963,105
"28445","25745","0","action","the gamers",NA,2002-11-03,0,48
"28446","221791","0","mystery","garage sale mystery","the hallmark channel",2013-09-14,0,120
"28447","288789","0","documentary","merchants of doubt","participant media",2014-11-08,192400,96
"28448","246127","0","drama","every thing will be fine","neue road movies",2015-04-02,8034,118
"28449","76532","0","drama","les adoptés","tf1 films production",2011-11-23,0,100
"28450","254719","0","drama","historia del miedo","ecce films",2014-02-09,0,79
"28451","228165","74000000","animation","the spongebob movie: sponge out of water","paramount pictures",2015-02-05,311594032,93
"28452","234212","3000000","thriller","demonic","icon entertainment international",2015-02-12,3387000,83
"28460","125472","500000",NA,"in god we teach",NA,2011-11-01,0,62
"28462","119569","0","science fiction","marvel one-shot: item 47","marvel studios",2012-09-13,0,12
"28464","17041","0","comedy","sold out: a threevening with kevin smith",NA,2008-10-22,0,223
"28466","85349","0","horror","富江 アンリミテッド","toei video company",2011-05-14,0,85
"28467","59596","0","documentary","la domination masculine","ugc distribution",2009-11-25,0,103
"28468","38399","1645885","comedy","foon","la petite reine",2005-11-30,0,0
"28471","37028","0","comedy","the magic flute","walt defaria",2006-09-07,0,133
"28477","268238","10000000","drama","the second best exotic marigold hotel","fox searchlight pictures",2015-02-26,85978266,122
"28480","96631","900000","thriller","piggy","fulwell 73",2012-05-03,0,106
"28481","191726","0","drama","ugly","phantom films",2013-05-17,0,128
"28482","243919","0","comedy","si ren ding zhi",NA,2013-12-20,0,118
"28483","159652","0","comedy","hank and asha",NA,2014-04-11,0,73
"28484","253284","0",NA,"thank you a lot",NA,2014-03-07,0,85
"28488","113655","0","comedy","lightbulb","pacific productions",2009-02-01,0,85
"28489","232610","0","documentary","jfk: the smoking gun",NA,2013-11-15,0,81
"28490","146380","0","horror","the legend of bloody jack","middle child productions",2007-02-27,0,84
"28497","14505","0","comedy","bachelor party vegas","insomnia entertainment",2006-04-25,0,91
"28507","201124","1600000","comedy","vuonna 85","artista-filmi",2013-01-24,0,0
"28508","40419","0","comedy","tel père, telle fille",NA,2007-08-01,0,85
"28509","13643","0","comedy","george carlin: it's bad for ya!","cable stuff productions",2008-03-01,0,70
"28511","70989","0","comedy","pardonnez-moi",NA,2006-11-22,0,0
"28512","59163","0","comedy","papa","gaumont",2005-06-01,0,80
"28514","54064","0","drama","je m'appelle elisabeth","pyramide productions",2006-11-15,0,90
"28515","10119","0","comedy","ikke naken",NA,2004-08-27,0,94
"28516","118180","0","documentary","송환",NA,2004-04-24,0,149
"28517","126729","0",NA,"slingshot hip hop",NA,2008-01-18,0,80
"28518","63585","0","drama","island",NA,2011-04-22,0,102
"28519","59110","0","drama","parked","bórd scannán na héireann",2010-09-01,0,94
"28523","233863","0","documentary","jimi hendrix: hear my train a comin'",NA,2013-11-05,0,120
"28525","160874","0","documentary","the third reich: the rise & fall",NA,2010-12-14,0,180
"28526","220620","0","drama","ismael","sony pictures",2013-12-26,0,106
"28527","290764","11000000","action","tracers","temple hill entertainment",2015-01-15,593683,94
"28528","228203","0","drama","mcfarland, usa","walt disney pictures",2015-02-20,45710059,128
"28530","173168","0",NA,"we always lie to strangers",NA,2013-04-04,0,108
"28531","245158","0","crime","kids for cash","senart films",2014-02-07,0,102
"28532","55433","0","drama","bomber","boris films",2009-03-14,0,84
"28533","207766","0","drama","missionary",NA,2013-07-25,0,90
"28534","309302","38000000","adventure","狼图腾","edko films",2015-02-19,123205624,116
"28541","104848","0","documentary","the forgotten woman",NA,2008-01-01,0,88
"28542","285595","0","comedy","my own man","class 5 films",2014-03-06,0,82
"28543","243940","3300000","thriller","the lazarus effect","lionsgate",2015-01-29,64110728,83
"28547","298396","0","comedy","los flamencos","minds meet",2013-09-07,0,0
"28550","50531","0","comedy","chiedimi se sono felice",NA,2000-12-15,0,0
"28551","66700","0",NA,"cose da pazzi",NA,2005-03-25,0,0
"28555","239573","35000000","comedy","unfinished business","studio babelsberg",2015-03-05,14431253,91
"28556","298040","2000000","drama","bogowie","next film",2014-10-10,0,121
"28557","165586","0","documentary","mutantes",NA,2009-12-21,0,92
"28558","197950","26000000","action","la french","gaumont",2014-12-03,0,135
"28566","223954","0","comedy","jacky au royaume des filles","les films des tournelles",2014-01-29,0,90
"28567","132759","2800000","comedy","духless","art pictures studio",2012-10-04,13218980,100
"28568","17470","650000","drama","arc",NA,2006-10-20,0,113
"28569","91443","0","drama","chronic town",NA,2010-10-26,0,0
"28570","196750","0","action","攻殻機動隊arise border : 1 ghost pain","bandai visual company",2013-06-22,0,58
"28571","259956","0","drama","about alex","bedford falls company, the",2014-08-08,0,96
"28573","54890","0","drama","dhobi ghat","aamir khan productions",2011-01-21,0,100
"28574","191121","6400000","drama","रान्झाना","eros international",2013-06-21,1.8e+07,140
"28576","83912","0","documentary","nye scener fra amerika",NA,2002-01-01,0,35
"28579","246743","0","crime","whitey: united states of america v. james j. bulger","radical media",2014-01-18,0,107
"28580","264337","0","action","spare parts","brookwell-mcnamara entertainment",2015-01-16,0,83
"28581","324260","90","documentary","bikes vs cars","wg film",2015-03-15,0,90
"28582","322456","0","action","lego dc comics super heroes: justice league vs. bizarro league","warner bros. animation",2015-02-10,0,48
"28583","50135","0","animation","konferenz der tiere","constantin film produktion",2010-10-07,0,93
"28584","78124","0","animation","urmel voll in fahrt","ambient entertainment gmbh",2008-05-01,0,84
"28585","287233","0","animation","tom and jerry: the lost dragon","warner bros. animation",2014-07-27,0,57
"28587","132426","0","tv movie","capturing mary","bbc",2007-11-12,0,100
"28588","174372","0","drama","płynące wieżowce",NA,2013-04-18,0,85
"28589","269200","0","documentary","plastic paradise: the great pacific garbage patch",NA,2013-04-22,0,57
"28590","270938","0","adventure","falcon rising","strohberry films",2014-09-05,0,103
"28594","75861","3400000","drama","to write love on her arms","two streets entertainment",2015-03-13,0,118
"28595","59015","0","drama","simon werner a disparu","centre national de la cinématographie",2010-10-22,0,87
"28596","197936","0","drama","les beaux jours","tribeca film",2013-06-19,0,94
"28597","73530","0","animation","マルドゥック・スクランブル 燃焼","aniplex",2011-09-03,0,64
"28606","157152","0",NA,"moving alan",NA,2003-04-04,0,83
"28607","205865","0","drama","papusza","argomedia productions",2013-06-30,0,131
"28609","209032","0","history","のぼうの城","asmik ace entertainment",2012-11-02,0,150
"28610","76226","0","comedy","en terrains connus","micro scope",2011-01-06,0,90
"28611","213983","0","comedy","club sandwich",NA,2013-09-05,0,82
"28612","86321","0","drama","jogo de cena","videofilmes",2007-01-01,0,100
"28613","91908","0","horror","rings","catchlight films",2005-03-08,0,16
"28614","181999","0","drama","walang alaala ang mga paru-paro","jeonju film festival",2009-10-18,0,61
"28617","84176","0","documentary","bestiaire","le fresnoy studio national des arts contemporains",2012-10-19,0,72
"28618","102807","0","documentary","carcasses",NA,2009-08-25,0,72
"28619","288312","0","comedy","el escarabajo de oro","svenska filminstitutet (sfi)",2014-08-15,0,100
"28620","125344","0","drama","independencia","arte france cinéma",2010-04-21,0,77
"28621","44570","0",NA,"autohystoria",NA,2007-01-27,0,95
"28622","213598","0",NA,"la morte rouge",NA,2006-02-09,0,33
"28623","216790","0","documentary","sacro gra","rai cinema",2013-09-19,0,93
"28624","97607","0","drama","gimme the loot",NA,2012-09-23,0,79
"28625","241554","50000000","action","run all night","vertigo entertainment",2015-03-11,71561644,114
"28626","257912","0","thriller","event 15",NA,2013-03-05,0,84
"28628","280922","0","drama","asthma","thank you, brain! productions",2015-10-23,0,90
"28629","139571","0","drama","refuge",NA,2012-10-11,0,86
"28631","326057","0","crime","assassin","silver leaf pictures",2015-03-09,0,82
"28632","250668","0","documentary","rich hill",NA,2014-01-19,0,91
"28633","201777","0","documentary","our vinyl weighs a ton: this is stones throw records",NA,2013-06-21,0,90
"28646","265712","35000000","fantasy","stand by me ドラえもん","toho",2014-08-08,83061158,90
"28647","294690","0","war","saints and soldiers: the void","koan films",2014-08-15,0,96
"28648","66164","0","horror","little deaths","almost midnight productions",2011-02-25,0,90
"28650","138941","8000","thriller","found","the october people",2012-03-30,0,105
"28651","254193","0","horror","late phases","glass eye pix",2014-11-21,0,95
"28652","144204","0","horror","thanatomorphose","black flag",2012-10-04,0,100
"28654","279972","0","thriller","digging up the marrow","ariescope pictures",2015-02-20,0,98
"28655","112454","0","horror","clown","zed filmworks",2014-11-13,0,100
"28656","137370","0","comedy","pauline détective","france 3 cinéma",2012-10-01,0,101
"28657","324279","0","documentary","kingdom of shadows","quiet pictures",2015-01-01,0,75
"28658","330275","0","drama","des roses en hiver","flach film production",2014-09-12,0,NA
"28659","142528","0","science fiction","des fleurs pour algernon",NA,2006-11-14,0,0
"28660","59346","0","drama","darling","gaumont",2007-11-07,0,94
"28661","85025","0","drama","memory lane","les films de la grande ourse",2010-11-24,0,98
"28662","135281","0","comedy","camille redouble","ciné@",2012-09-12,0,115
"28663","291362","1500000","comedy","road hard","sontalia",2015-03-06,0,97
"28664","260030","0","horror","mamula","media plus",2014-03-08,0,90
"28665","150689","95000000","romance","cinderella","walt disney pictures",2015-03-12,543514353,105
"28666","326359","0","adventure","frozen fever","walt disney pictures",2015-03-09,0,8
"28667","283302","0","crime","lost for life",NA,2013-06-22,0,75
"28668","321644","750000","documentary","enquiring minds: the untold story of the man behind the national enquirer","steeplechase films",2014-10-16,0,98
"28669","263281","0","comedy","avis de mistral","gaumont",2014-04-02,0,105
"28670","228968","0","drama","kidnapping mr. heineken","splendid film",2015-03-12,2633527,95
"28671","319975","0","documentary","the drop box","pine creek entertainment",2014-04-05,0,79
"28672","238215","0","fantasy","the cobbler","next wednesday productions",2014-09-11,0,98
"28673","327225","0","drama","crazy beautiful you","abs-cbn film productions",2015-02-25,0,115
"28677","31341","0","comedy","blue collar comedy tour: one for the road",NA,2006-06-15,0,108
"28680","171045","0","horror","dead end","oceanstorm films",2012-03-08,0,82
"28684","110965","0","drama","après le sud","centre national de la cinématographie",2011-05-19,0,92
"28688","179715","0","drama","meleğin düşüşü","greek film center",2005-02-03,0,98
"28690","40681","0","comedy","jailbait!",NA,2000-04-16,0,94
"28691","71507","0","drama","jailbait","belladonna productions",2004-05-03,0,90
"28694","133601","0","thriller","이웃사람",NA,2012-08-22,0,110
"28701","72003","0","action","the dark knight",NA,2011-07-11,0,86
"28703","253283","0","comedy","take care","entertainment one",2014-03-07,0,94
"28704","323555","0","documentary","that gal...who was in that thing: that guy 2","showtime",2015-03-07,0,0
"28707","137960","0",NA,"the discoverers",NA,2014-05-16,0,104
"28710","35946","900000","horror","the hollow","seed productions (ii)",2004-08-25,0,83
"28711","71626","1150000","thriller","don't let him in","straightwire films",2011-06-12,0,76
"28712","264553","0","animation","the life and mind of mark defriest","naked edge films",2014-04-30,0,92
"28716","193523","0","drama","hotell","film i väst",2013-09-06,0,97
"28717","236314","0","documentary","alphabet","rommel film",2013-10-31,0,113
"28718","295058","0","drama","drevo","staragara",2014-07-07,0,90
"28719","305450","0","documentary","boj za","tramal films",2014-09-16,0,85
"28720","300364","0","romance","pot v raj","sever & sever",2014-09-01,0,80
"28721","324436","30000","comedy","dyke hard",NA,2015-02-08,0,94
"28722","38445","0",NA,"the strength of water",NA,2009-08-27,0,86
"28723","325205","0","drama","toiset tytöt","fisher king production",2015-03-27,0,83
"28726","89531","2000000","war","circus fantasticus","the chimney pot",2011-02-08,0,75
"28727","88418","3510000","drama","wolfsburg","arte",2003-02-13,0,90
"28728","256306","0",NA,"冰毒",NA,2014-02-07,0,95
"28729","215637","0","documentary","costa da morte","zeitun films",2013-08-11,0,82
"28731","228558","0","comedy","the harry hill movie",NA,2013-12-20,0,85
"28732","70027","0","music","the wrecking crew","lunch box entertainment",2008-03-11,0,101
"28733","77787","0","drama","tribulation","cloud ten pictures",2000-01-14,0,95
"28735","328233","0","documentary","india's daughter","assassin films",2015-03-08,0,63
"28736","47467","0","crime","kill speed","bass entertainment pictures",2010-07-02,0,113
"28737","221488","400000","comedy","8 minutes idle","bbc films",2012-03-29,0,86
"28738","69999","0","action","absolute aggression",NA,2004-02-17,0,80
"28739","121830","0","drama","mr. pip","olympus pictures",2012-09-08,0,116
"28740","39522","3000000","action","mega piranha","the global asylum",2010-04-10,0,92
"28742","193229","0","romance","mavro livadi","nova",2009-11-05,0,104
"28743","13277","0","action","contract killers","dirty martini productions",2008-03-13,0,86
"28744","97899","0","drama","magnifica presenza","rai cinema",2012-03-16,0,105
"28747","25055","0","action","transmorphers","asylum, the",2007-06-26,0,86
"28748","101904","0","fantasy","à travers la forêt","les films pelléas",2005-10-12,0,65
"28749","31347","0","comedy","劇場版 カードキャプターさくら 封印されたカード","bandai visual company",2000-07-15,0,80
"28750","71591","0","documentary","the linguists",NA,2008-01-17,0,64
"28756","72993","0","drama","kronjuvelerna","filmlance international ab",2011-06-29,0,120
"28761","199578","0","horror","patrick","screen australia",2013-10-15,0,96
"28762","175774","0","science fiction","rubinrot","tele münchen fernseh produktionsgesellschaft (tmg)",2013-03-14,0,122
"28763","75028","0","documentary","the coconut revolution",NA,2000-12-31,0,50
"28764","243688","35000000","horror","poltergeist","ghost house pictures",2015-05-20,95437994,93
"28765","266647","150000000","adventure","pan","warner bros.",2015-09-24,128388320,111
"28766","252512","10000000","comedy","while we're young","scott rudin productions",2015-04-03,7587485,97
"28769","40113","0","drama","the pentagon papers",NA,2003-03-09,0,92
"28770","257444","0","drama","the boy","chiller films",2015-08-14,0,110
"28771","322378","0","documentary","filip & fredrik presenterar trevligt folk","mexiko media",2015-01-28,0,96
"28772","272634","0","drama","cirkeln","rmv film",2015-02-18,0,144
