"","original_title","id","genres","release_date","revenue","budget","runtime","popularity","production_companies","vote_average","DomesticGross","Theaters","TotalGross","ReleaseDate","Distributor","Year","FullDate"
"3237","intothestorm","216282","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2014-08-06,160602194,"50000000",89,"9.092925","[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Broken Road Productions', 'id': 8000}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}]",5.8,"47602194","3434","47602194","Aug 8","Warner Bros.",2014,2014-08-08
"3238","intothestorm","36465","[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2009-05-31,0,"0",100,"11.322269","[]",5.9,"47602194","3434","47602194","Aug 8","Warner Bros.",2014,2014-08-08
"3239","intothewild","5915","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",2007-09-11,56255142,"15000000",148,"15.423538","[{'name': 'Paramount Vantage', 'id': 838}, {'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Art Linson Productions', 'id': 8769}, {'name': 'Into the Wild', 'id': 41051}]",7.8,"17016349","660","18354356","Sep 21","Paramount Vantage",2007,2007-09-21
"3240","intothewild","5915","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",2007-09-11,56255142,"15000000",148,"15.423538","[{'name': 'Paramount Vantage', 'id': 838}, {'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Art Linson Productions', 'id': 8769}, {'name': 'Into the Wild', 'id': 41051}]",7.8,"1338007","660","18354356","Sep 21","Paramount Vantage",2008,2008-09-21
"3241","intothewoods","247158","[{'id': 10402, 'name': 'Music'}]",2011-03-31,0,"0",153,"0.551363","[]",9,"64062104","2833","128002372","Dec 25","Walt Disney Studios Motion Pictures",2014,2014-12-25
"3242","intothewoods","247158","[{'id': 10402, 'name': 'Music'}]",2011-03-31,0,"0",153,"0.551363","[]",9,"63940268","2833","128002372","Dec 25","Walt Disney Studios Motion Pictures",2015,2015-12-25
"3243","intothewoods","224141","[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",2014-12-25,212902372,"50000000",125,"9.580785","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Lucamar Productions', 'id': 17021}]",5.6,"64062104","2833","128002372","Dec 25","Walt Disney Studios Motion Pictures",2014,2014-12-25
"3244","intothewoods","224141","[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",2014-12-25,212902372,"50000000",125,"9.580785","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Lucamar Productions', 'id': 17021}]",5.6,"63940268","2833","128002372","Dec 25","Walt Disney Studios Motion Pictures",2015,2015-12-25
"3245","intoxicating","52088","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2003-07-01,0,"0",103,"0.219621","[]",5.8,"11560","3","11560","Nov 5","Rogue Arts",2004,2004-11-05
"3246","intruders","333674","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2016-01-15,0,"0",90,"5.428567","[{'name': 'Room 101', 'id': 6302}, {'name': 'Vicarious Entertainment', 'id': 35591}, {'name': 'Campbell Grobman Films', 'id': 48738}, {'name': 'Jeff Rice Films', 'id': 52738}, {'name': 'Black Fish Films', 'id': 70350}]",5.7,"69136","33","69136","Mar 30","Millennium Entertainment",2012,2012-03-30
"3247","intruders","63207","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2011-09-12,0,"13000000",100,"9.734012","[{'name': 'Universal Pictures International (UPI)', 'id': 5726}, {'name': 'Antena 3 Films', 'id': 6538}, {'name': 'Apaches Entertainment', 'id': 8111}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Ministerio de Cultura', 'id': 11408}]",5.2,"69136","33","69136","Mar 30","Millennium Entertainment",2012,2012-03-30
"3248","invictus","22954","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2009-12-10,122233971,"60000000",134,"9.109838","[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Revelations Entertainment', 'id': 906}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Liberty Pictures (II)', 'id': 76466}]",7,"26677133","2170","37491364","Dec 11","Warner Bros.",2009,2009-12-11
"3249","invictus","22954","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2009-12-10,122233971,"60000000",134,"9.109838","[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Revelations Entertainment', 'id': 906}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Liberty Pictures (II)', 'id': 76466}]",7,"10814231","2170","37491364","Dec 11","Warner Bros.",2010,2010-12-11
"3250","invincible","68569","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2001-01-01,0,"0",90,"0.685649","[{'name': 'Little Bird Films', 'id': 550}, {'name': 'Werner Herzog Filmproduktion', 'id': 843}, {'name': 'Tatfilm Produktionsges. mbH', 'id': 1758}]",6.5,"81954","9","81954","Sep 20","Fine Line Features",2002,2002-09-20
"3251","invincible","68569","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2001-01-01,0,"0",90,"0.685649","[{'name': 'Little Bird Films', 'id': 550}, {'name': 'Werner Herzog Filmproduktion', 'id': 843}, {'name': 'Tatfilm Produktionsges. mbH', 'id': 1758}]",6.5,"57806056","2987","57806952","Aug 25","Walt Disney Studios Motion Pictures",2006,2006-08-25
"3252","invincible","11652","[{'id': 18, 'name': 'Drama'}]",2006-08-25,57806952,"0",105,"9.794881","[{'name': 'Walt Disney Pictures', 'id': 2}]",6.7,"81954","9","81954","Sep 20","Fine Line Features",2002,2002-09-20
"3253","invincible","11652","[{'id': 18, 'name': 'Drama'}]",2006-08-25,57806952,"0",105,"9.794881","[{'name': 'Walt Disney Pictures', 'id': 2}]",6.7,"57806056","2987","57806952","Aug 25","Walt Disney Studios Motion Pictures",2006,2006-08-25
"3254","iorigins","244267","[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",2014-07-18,336472,"0",106,"11.901185","[{'name': 'Verisimilitude', 'id': 22632}, {'name': 'Bersin Pictures', 'id': 36186}, {'name': 'WeWork Studios', 'id': 36187}]",7.5,"336472","122","336472","Jul 18","Fox Searchlight Pictures",2014,2014-07-18
"3255","ira&abby","38007","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2006-01-01,0,"0",104,"1.238213","[]",5.8,"221096","20","221096","Sep 14","Magnolia Pictures",2007,2007-09-14
"3256","iraqinfragments","34389","[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",2006-01-21,202000,"0",94,"0.541397","[]",6.8,"139863","12","204462","Nov 8","Arab Film Distribution",2007,2007-11-08
"3257","iraqinfragments","34389","[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",2006-01-21,202000,"0",94,"0.541397","[]",6.8,"64593","12","204462","Nov 8","Arab Film Distribution",2006,2006-11-08
"3258","irinapalm","1922","[{'id': 18, 'name': 'Drama'}]",2007-02-13,0,"0",103,"2.350677","[{'name': 'Pallas Film', 'id': 789}, {'name': 'Samsa Film', 'id': 790}, {'name': 'IPSO Facto Films', 'id': 791}, {'name': 'Radio Télévision Belge Francophone', 'id': 792}]",6.9,"44383","4","44383","Mar 21","Strand Releasing",2008,2008-03-21
"3259","iris","295799","[{'id': 99, 'name': 'Documentary'}]",2014-10-09,0,"0",83,"2.644281","[]",7.5,"1310678","92","1310678","Apr 29","Magnolia Pictures",2015,2015-04-29
"3260","iris","295799","[{'id': 99, 'name': 'Documentary'}]",2014-10-09,0,"0",83,"2.644281","[]",7.5,"5571473","220","5594617","Dec 14","Miramax",2002,2002-12-14
"3261","iris","295799","[{'id': 99, 'name': 'Documentary'}]",2014-10-09,0,"0",83,"2.644281","[]",7.5,"23144","220","5594617","Dec 14","Miramax",2001,2001-12-14
"3262","iris","11889","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2001-12-14,0,"0",91,"2.964908","[{'name': 'Miramax Films', 'id': 14}, {'name': 'BBC Films', 'id': 288}, {'name': 'Intermedia Films', 'id': 763}]",6.2,"1310678","92","1310678","Apr 29","Magnolia Pictures",2015,2015-04-29
"3263","iris","11889","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2001-12-14,0,"0",91,"2.964908","[{'name': 'Miramax Films', 'id': 14}, {'name': 'BBC Films', 'id': 288}, {'name': 'Intermedia Films', 'id': 763}]",6.2,"5571473","220","5594617","Dec 14","Miramax",2002,2002-12-14
"3264","iris","11889","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2001-12-14,0,"0",91,"2.964908","[{'name': 'Miramax Films', 'id': 14}, {'name': 'BBC Films', 'id': 288}, {'name': 'Intermedia Films', 'id': 763}]",6.2,"23144","220","5594617","Dec 14","Miramax",2001,2001-12-14
"3265","iris","395763","[{'id': 53, 'name': 'Thriller'}]",2016-11-16,0,"0",99,"2.667456","[{'name': 'WY Productions', 'id': 3304}]",6,"1310678","92","1310678","Apr 29","Magnolia Pictures",2015,2015-04-29
"3266","iris","395763","[{'id': 53, 'name': 'Thriller'}]",2016-11-16,0,"0",99,"2.667456","[{'name': 'WY Productions', 'id': 3304}]",6,"5571473","220","5594617","Dec 14","Miramax",2002,2002-12-14
"3267","iris","395763","[{'id': 53, 'name': 'Thriller'}]",2016-11-16,0,"0",99,"2.667456","[{'name': 'WY Productions', 'id': 3304}]",6,"23144","220","5594617","Dec 14","Miramax",2001,2001-12-14
"3268","ironman","1726","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",2008-04-30,585174222,"140000000",126,"22.073099","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Marvel Studios', 'id': 420}]",7.4,"192025","4154","318604126","May 2","Paramount Pictures",2010,2010-05-02
"3269","ironman","1726","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",2008-04-30,585174222,"140000000",126,"22.073099","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Marvel Studios', 'id': 420}]",7.4,"318313199","4154","318604126","May 2","Paramount Pictures",2008,2008-05-02
"3270","ironman2","10138","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2010-04-28,623933331,"200000000",124,"19.083344","[{'name': 'Marvel Studios', 'id': 420}]",6.6,"312433331","4390","312433331","May 7","Paramount Pictures",2010,2010-05-07
"3271","ironman3","68721","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2013-04-18,1215439994,"200000000",130,"23.721243","[{'name': 'Marvel Studios', 'id': 420}]",6.8,"409013994","4253","409013994","May 3","Walt Disney Studios Motion Pictures",2013,2013-05-03
"3272","ironsky","10679","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",2012-03-10,8135031,"7500000",93,"19.561767","[{'name': 'Blind Spot Pictures Oy', 'id': 7330}, {'name': '27 Films Production', 'id': 9282}, {'name': 'New Holland Pictures', 'id': 10229}]",5.6,"122082","8","122082","Jul 25","Entertainment One",2012,2012-07-25
"3273","irrationalman","282984","[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",2015-07-17,27391084,"11000000",95,"6.862812","[{'name': 'Sony Pictures', 'id': 34}, {'name': 'Gravier Productions', 'id': 1824}, {'name': 'Perdido Productions', 'id': 12966}]",6.3,"4030360","925","4030360","Jul 17","Sony Pictures Classics",2015,2015-07-17
"3274","isanybodythere?","22447","[{'id': 18, 'name': 'Drama'}]",2009-04-17,0,"0",95,"3.579347","[]",5.8,"2026756","165","2026756","Apr 17","-",2009,2009-04-17
"3275","isawthelight","297806","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2016-02-05,1646788,"13000000",123,"4.654312","[{'name': 'Bron Studios', 'id': 13240}, {'name': 'RatPac Entertainment', 'id': 28732}]",5.9,"1646788","741","1646788","Mar 25","Sony Pictures Classics",2016,2016-03-25
"3276","isellthedead","21910","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",2008-08-07,0,"0",85,"3.568522","[{'name': 'Glass Eye Pix', 'id': 1360}]",6,"8050","2","8050","Aug 7","IFC Films",2009,2009-08-07
"3277","islander","113882","[{'id': 18, 'name': 'Drama'}]",2006-01-01,0,"0",100,"0.038903","[]",5,"102737","11","102737","Mar 9","Slowhand Cinema Releasing",2007,2007-03-09
"3278","islandoflemurs:madagascar","240704","[{'id': 99, 'name': 'Documentary'}]",2014-04-03,0,"0",39,"3.468118","[{'name': 'IMAX', 'id': 3447}]",4.3,"216592","302","11272213","Apr 4","Warner Bros.",2016,2016-04-04
"3279","islandoflemurs:madagascar","240704","[{'id': 99, 'name': 'Documentary'}]",2014-04-03,0,"0",39,"3.468118","[{'name': 'IMAX', 'id': 3447}]",4.3,"8446839","302","11272213","Apr 4","Warner Bros.",2014,2014-04-04
"3280","islandoflemurs:madagascar","240704","[{'id': 99, 'name': 'Documentary'}]",2014-04-03,0,"0",39,"3.468118","[{'name': 'IMAX', 'id': 3447}]",4.3,"376327","302","11272213","Apr 4","Warner Bros.",2017,2017-04-04
"3281","islandoflemurs:madagascar","240704","[{'id': 99, 'name': 'Documentary'}]",2014-04-03,0,"0",39,"3.468118","[{'name': 'IMAX', 'id': 3447}]",4.3,"2032822","302","11272213","Apr 4","Warner Bros.",2015,2015-04-04
"3282","ismileback","307946","[{'id': 18, 'name': 'Drama'}]",2015-10-23,0,"0",85,"4.680849","[{'name': 'Egoli Tossell Film', 'id': 44224}, {'name': 'Koppelman/Levien', 'id': 55369}]",5.6,"58738","18","58738","Oct 23","Broad Green Pictures",2015,2015-10-23
"3283","isn'tshegreat","75531","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2000-01-28,3003296,"36000000",95,"0.907927","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Toho Company', 'id': 882}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'Marubeni', 'id': 4650}, {'name': 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'id': 7237}, {'name': 'Lobell/Bergman Productions', 'id': 10513}]",4.6,"2962465","750","2962465","Jan 28","Universal Pictures",2000,2000-01-28
"3284","ispitonyourgrave","43947","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",2010-06-17,572809,"2000000",108,"12.805294","[{'name': 'Anchor Bay Films', 'id': 5860}, {'name': 'Cinetel Films', 'id': 10399}, {'name': 'Family of the Year Productions', 'id': 21624}]",6.3,"93051","12","93051","Oct 8","Anchor Bay Films",2010,2010-10-08
"3285","ispitonyourgrave2","207768","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",2013-08-25,809,"0",106,"12.75872","[{'name': 'Cinetel Films', 'id': 10399}]",5.9,"809","1","809","Sep 20","Anchor Bay Films",2013,2013-09-20
"3286","ispy","8427","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",2002-10-31,33561137,"70000000",97,"10.404277","[{'name': 'Columbia Pictures Corporation', 'id': 441}]",5.2,"33297730","3182","33561137","Nov 1","Sony Pictures Releasing",2002,2002-11-01
"3287","ispy","8427","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",2002-10-31,33561137,"70000000",97,"10.404277","[{'name': 'Columbia Pictures Corporation', 'id': 441}]",5.2,"263403","3182","33561137","Nov 1","Sony Pictures Releasing",2003,2003-11-01
"3288","isthataguninyourpocket?","410348","[{'id': 35, 'name': 'Comedy'}]",2016-09-16,0,"0",95,"1.045741","[]",9,"39928","7","39928","Sep 16","Area 23a",2016,2016-09-16
"3289","isthemanwhoistallhappy?","167502","[{'id': 99, 'name': 'Documentary'}, {'id': 16, 'name': 'Animation'}]",2013-11-22,0,"0",88,"1.512586","[]",7.1,"125240","15","137042","Nov 22","IFC Films",2013,2013-11-22
"3290","isthemanwhoistallhappy?","167502","[{'id': 99, 'name': 'Documentary'}, {'id': 16, 'name': 'Animation'}]",2013-11-22,0,"0",88,"1.512586","[]",7.1,"11801","15","137042","Nov 22","IFC Films",2014,2014-11-22
"3291","it'saboygirlthing","37725","[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",2006-12-26,7385434,"15500000",95,"8.960677","[{'name': 'Prospero Pictures', 'id': 2844}, {'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Scion Films', 'id': 7419}, {'name': 'Rocket Pictures', 'id': 28320}, {'name': 'Alliance Atlantis Motion Picture Production', 'id': 36346}]",6.3,"848","2","848","Dec 7","Alliance Atlantis Vivafilm",2007,2007-12-07
"3292","it'sadisaster","114779","[{'id': 35, 'name': 'Comedy'}]",2013-04-12,0,"0",86,"3.54286","[{'name': 'Vacationeer Productions', 'id': 12875}, {'name': 'Gordon Bijelonic / Datari Turner Films', 'id': 16042}, {'name': 'ARM Entertainment', 'id': 38395}, {'name': 'Attainment Media Group', 'id': 38396}]",6,"60818","13","60818","Apr 12","Oscilloscope",2013,2013-04-12
"3293","it'sallaboutlove","12777","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2003-01-10,0,"0",104,"2.697296","[{'name': 'Nimbus Film Productions', 'id': 11672}]",5.9,"6140","2","6140","Oct 29","Strand Releasing",2004,2004-10-29
"3294","it'sallgonepetetong","12109","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",2004-09-12,120620,"2000000",90,"2.812182","[]",7.1,"120620","24","120620","Apr 15","Matson Films",2005,2005-04-15
"3295","it'scomplicated","22897","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2009-12-23,219103655,"85000000",121,"9.083133","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Waverly Films', 'id': 735}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Relativity Media', 'id': 7295}]",6.2,"40375875","2955","112735375","Dec 25","Universal Pictures",2009,2009-12-25
"3296","it'scomplicated","22897","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2009-12-23,219103655,"85000000",121,"9.083133","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Waverly Films', 'id': 735}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Relativity Media', 'id': 7295}]",6.2,"72359500","2955","112735375","Dec 25","Universal Pictures",2010,2010-12-25
"3297","it'skindofafunnystory","43923","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2010-07-06,6491240,"8000000",101,"8.172013","[{'name': 'Focus Features', 'id': 10146}]",6.9,"6363628","757","6363628","Oct 8","Focus Features",2010,2010-10-08
"3298","itcomesatnight","418078","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2017-06-09,0,"5000000",91,"20.504587","[{'name': 'Animal Kingdom', 'id': 26995}, {'name': 'A24', 'id': 41077}]",5.6,"13985117","2533","13985117","Jun 9","A24",2017,2017-06-09
"3299","itfeltlikelove","153854","[{'id': 18, 'name': 'Drama'}]",2013-01-19,0,"0",82,"1.342329","[{'name': 'Verisimilitude', 'id': 22632}, {'name': 'Bay Bridge Productions Inc.', 'id': 26249}, {'name': 'Infinitum Productions', 'id': 26250}, {'name': 'Group Entertainment, The', 'id': 26251}]",5.4,"33817","3","33817","Mar 21","Variance Films",2014,2014-03-21
"3300","itfollows","270303","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2015-02-04,14674076,"2000000",100,"20.359336","[{'name': 'Northern Lights Films', 'id': 8714}, {'name': 'Animal Kingdom', 'id': 26995}, {'name': 'Two Flints', 'id': 52739}]",6.6,"14674076","1655","14674076","Mar 13","RADiUS-TWC",2015,2015-03-13
"3301","ithadtobeyou","44388","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2000-01-01,0,"0",90,"0.608227","[]",5.8,"7162","2","7162","Oct 21","The Samuel Goldwyn Company",2016,2016-10-21
"3302","ithinkilovemywife","14434","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2007-03-16,13196245,"11000000",90,"3.966066","[{'name': 'Fox Searchlight Pictures', 'id': 43}]",5,"12550605","1794","12550605","Mar 16","Fox Searchlight Pictures",2007,2007-03-16
"3303","itmightgetloud","22492","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",2009-08-14,1896244,"0",97,"4.857726","[]",7.4,"1610163","75","1610163","Aug 14","Sony Pictures Classics",2009,2009-08-14
"3304","itrunsinthefamily","31459","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2003-04-25,0,"0",109,"2.791925","[{'name': 'Buena Vista International', 'id': 5892}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Furthur Films', 'id': 33433}, {'name': 'Family Films', 'id': 53870}, {'name': 'GreenStreet Productions', 'id': 53871}]",5.2,"7491839","1207","7491839","Apr 25","Metro-Goldwyn-Mayer (MGM)",2003,2003-04-25
"3305","ittybittytittycommittee","10520","[{'id': 35, 'name': 'Comedy'}]",2007-02-09,18479,"1000000",87,"1.833892","[]",6,"18445","2","18445","Sep 28","-",2007,2007-09-28
"3306","ivorytower","250660","[{'id': 99, 'name': 'Documentary'}]",2014-06-13,0,"0",97,"0.935948","[{'name': 'Participant Media', 'id': 6735}]",7.1,"106771","12","106771","Jun 13","The Samuel Goldwyn Company",2014,2014-06-13
"3307","iwantsomeonetoeatcheesewith","13066","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2006-01-01,0,"0",80,"1.270102","[]",5.7,"2537","14","194568","Sep 5","IFC Films",2008,2008-09-05
"3308","iwantsomeonetoeatcheesewith","13066","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2006-01-01,0,"0",80,"1.270102","[]",5.7,"192030","14","194568","Sep 5","IFC Films",2007,2007-09-05
"3309","iwillfollow","72946","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2010-09-18,0,"0",76,"0.482814","[]",6.4,"135809","21","135809","Mar 11","-",2011,2011-03-11
"3310","ixcanul","320001","[{'id': 18, 'name': 'Drama'}]",2015-01-20,0,"0",100,"1.211958","[{'name': 'Tu Vas Voir Productions', 'id': 17469}, {'name': 'La Casa de Production', 'id': 79367}]",6.6,"278990","18","295157","Apr 9","Kino Lorber",2016,2016-04-09
"3311","j.edgar","88794","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}]",2011-11-09,84606030,"35000000",137,"9.529382","[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Wintergreen Productions', 'id': 11845}]",6,"812979","1985","37306030","Nov 9","Warner Bros.",2012,2012-11-09
"3312","j.edgar","88794","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}]",2011-11-09,84606030,"35000000",137,"9.529382","[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Wintergreen Productions', 'id': 11845}]",6,"36493051","1985","37306030","Nov 9","Warner Bros.",2011,2011-11-09
"3313","jaanetu...yajaanena","14467","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2008-07-04,11100000,"2300000",155,"1.970054","[{'name': 'PVR Cinemas', 'id': 3661}]",6.7,"604037","40","604037","Jul 4","UTV Motion Pictures",2008,2008-07-04
"3314","jabtakhaijaan","132316","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2012-11-13,0,"0",176,"4.856861","[{'name': 'Yash Raj Films', 'id': 1569}]",7.2,"3047539","164","3047539","Nov 13","Yash Raj Films",2012,2012-11-13
"3315","jack&diane","105531","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",2012-11-02,0,"0",110,"7.27853","[{'name': 'RCR Media Group', 'id': 17837}]",4.3,"1142","2","1142","Nov 2","Magnolia Pictures",2012,2012-11-02
"3316","jackandjill","71880","[{'id': 35, 'name': 'Comedy'}]",2011-11-11,149673788,"79000000",91,"6.620033","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Broken Road Productions', 'id': 8000}]",4,"71635888","3438","74158157","Nov 11","Sony Pictures Releasing",2011,2011-11-11
"3317","jackandjill","71880","[{'id': 35, 'name': 'Comedy'}]",2011-11-11,149673788,"79000000",91,"6.620033","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Broken Road Productions', 'id': 8000}]",4,"2459220","3438","74158157","Nov 11","Sony Pictures Releasing",2012,2012-11-11
"3318","jackass:themovie","9012","[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",2002-10-21,64282312,"5000000",87,"14.095586","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'MTV Films', 'id': 746}, {'name': 'Dickhouse Productions', 'id': 6328}, {'name': 'Lynch Siderow Productions', 'id': 90661}]",6.1,"166924","2532","64255312","Oct 25","Paramount Pictures",2003,2003-10-25
"3319","jackass:themovie","9012","[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",2002-10-21,64282312,"5000000",87,"14.095586","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'MTV Films', 'id': 746}, {'name': 'Dickhouse Productions', 'id': 6328}, {'name': 'Lynch Siderow Productions', 'id': 90661}]",6.1,"64088388","2532","64255312","Oct 25","Paramount Pictures",2002,2002-10-25
