"","id","original_title","genres","release_date","Year","Month","Date","revenue","budget","runtime","drama","thriller","nonfiction","action","amusement","cleaned title"
"21321","115046","black white sex","[{'id': 18, 'name': 'Drama'}]",2012-01-27,"2012","01","27",0,"0",92,1,0,0,0,0,"blackwhitesex"
"21323","117209","nuodemes uzkalbejimas","[{'id': 18, 'name': 'Drama'}]",2007-03-02,"2007","03","02",0,"0",98,1,0,0,0,0,"nuodemesuzkalbejimas"
"21324","144570","dievÂ miÂ kas","[{'id': 18, 'name': 'Drama'}]",2005-09-23,"2005","09","23",0,"2177870",120,1,0,0,0,0,"dievÂmiÂkas"
"21325","76043","rfk must die the assassination of bobby kennedy","[{'id': 99, 'name': 'Documentary'}]",2007-11-20,"2007","11","20",0,"0",139,0,0,1,0,0,"rfkmustdietheassassinationofbobbykennedy"
"21326","165213","Ïã†ÏÑ Í Ñ","[{'id': 53, 'name': 'Thriller'}]",2013-02-21,"2013","02","21",0,"0",134,0,1,0,0,0,"Ïã†ÏÑÍÑ"
"21328","58291","the battle for marjah","[{'id': 99, 'name': 'Documentary'}]",2010-01-01,"2010","01","01",0,"0",0,0,0,1,0,0,"thebattleformarjah"
"21329","79850","ni „† vendre ni „† louer","[{'id': 35, 'name': 'Comedy'}]",2011-06-29,"2011","06","29",0,"0",77,0,0,0,0,1,"ni„†vendreni„†louer"
"21330","192126","revenge for jolly ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2012-07-17,"2012","07","17",0,"10000000",84,1,0,0,0,1,"revengeforjolly"
"21331","160139","night train to lisbon","[{'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2013-03-07,"2013","03","07",0,"7700000",111,1,1,0,0,0,"nighttraintolisbon"
"21332","117856","bigfoot","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",2012-06-30,"2012","06","30",0,"0",89,0,1,0,1,1,"bigfoot"
"21333","65435","consuming kids the commercialization of childhood","[{'id': 99, 'name': 'Documentary'}]",2007-12-31,"2007","12","31",0,"0",66,0,0,1,0,0,"consumingkidsthecommercializationofchildhood"
"21334","27957","nefes vatan sa‰ˇolsun","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",2009-10-15,"2009","10","15",13500000,"2000000",128,1,0,1,1,1,"nefesvatansa‰ˇolsun"
"21335","83566","iran is not the problem","[{'id': 99, 'name': 'Documentary'}, {'id': 10752, 'name': 'War'}]",2008-07-28,"2008","07","28",0,"2",79,0,0,1,1,0,"iranisnottheproblem"
"21336","173938","mighty uke","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",2011-01-11,"2011","01","11",0,"0",76,0,0,1,0,0,"mightyuke"
"21338","136400","2 guns","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2013-08-02,"2013","08","02",131940411,"61000000",109,1,0,0,1,1,"2guns"
"21339","127905","first comes love","[{'id': 99, 'name': 'Documentary'}]",2013-05-13,"2013","05","13",0,"500000",108,0,0,1,0,0,"firstcomeslove"
"21340","125164","rafa","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2012-05-10,"2012","05","10",0,"0",25,1,0,0,0,1,"rafa"
"21342","17275","the all together","[{'id': 35, 'name': 'Comedy'}]",2007-01-01,"2007","01","01",0,"0",84,0,0,0,0,1,"thealltogether"
"21344","74310","hell and back again","[{'id': 99, 'name': 'Documentary'}]",2011-10-04,"2011","10","04",0,"0",88,0,0,1,0,0,"hellandbackagain"
"21345","151743","‰ ÂÜçÂõ ÈÄî‰ ãÊ Âõ ","[{'id': 35, 'name': 'Comedy'}]",2012-12-12,"2012","12","12",2.08e+08,"2200000",105,0,0,0,0,1,"‰ÂÜçÂõÈÄî‰ãÊÂõ"
"21346","168138","los „ ltimos d„ as","[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",2013-03-27,"2013","03","27",0,"0",100,0,1,0,1,1,"los„ltimosd„as"
"21347","157016","our nixon","[{'id': 99, 'name': 'Documentary'}]",2013-01-23,"2013","01","23",0,"0",84,0,0,1,0,0,"ournixon"
"21349","89325","darling companion","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2012-04-20,"2012","04","20",0,"0",103,1,0,0,0,0,"darlingcompanion"
"21350","160588","blue jasmine","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013-07-25,"2013","07","25",99206215,"18000000",98,1,0,0,0,1,"bluejasmine"
"21351","153738","frankenstein s army","[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",2013-01-24,"2013","01","24",0,"0",84,0,1,0,1,0,"frankensteinsarmy"
"21352","179144","la grande bellezza","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013-05-21,"2013","05","21",8371085,"12400000",142,1,0,0,0,1,"lagrandebellezza"
"21353","31354","mon idole","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",2002-12-17,"2002","12","17",0,"0",110,1,1,0,0,1,"monidole"
"21355","102867","only the young","[{'id': 10749, 'name': 'Romance'}, {'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",2012-05-01,"2012","05","01",0,"0",72,1,0,1,0,1,"onlytheyoung"
"21356","109729","the canyons","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2013-07-29,"2013","07","29",56825,"250000",99,1,1,0,0,0,"thecanyons"
"21364","211587","blood shot","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",2013-08-01,"2013","08","01",0,"0",95,0,1,0,1,1,"bloodshot"
"21367","205005","fred vinnie","[]",2011-01-01,"2011","01","01",0,"0",89,0,0,0,0,0,"fredvinnie"
"21368","121831","love marilyn","[{'id': 99, 'name': 'Documentary'}]",2012-09-12,"2012","09","12",0,"0",105,0,0,1,0,0,"lovemarilyn"
"21369","191619","beneath","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2013-07-19,"2013","07","19",0,"0",90,0,1,0,0,0,"beneath"
"21373","26450","phantom of the megaplex","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}]",2000-11-10,"2000","11","10",0,"0",89,1,1,0,1,1,"phantomofthemegaplex"
"21376","83040","battle for brooklyn","[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",2011-06-17,"2011","06","17",0,"0",93,1,0,1,0,0,"battleforbrooklyn"
"21377","102234","vares ‚Äì kaidan tien kulkijat","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",2012-01-06,"2012","01","06",0,"0",93,1,0,0,1,0,"vares‚Äìkaidantienkulkijat"
"21378","189242","alcan highway","[{'id': 99, 'name': 'Documentary'}]",2013-04-19,"2013","04","19",0,"0",86,0,0,1,0,0,"alcanhighway"
"21379","185574","louis c k oh my god","[{'id': 35, 'name': 'Comedy'}]",2013-04-13,"2013","04","13",0,"0",58,0,0,0,0,1,"louisckohmygod"
"21381","76285","percy jackson sea of monsters","[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2013-08-07,"2013","08","07",174578751,"90000000",106,0,0,0,1,1,"percyjacksonseaofmonsters"
"21382","77931","the smurfs 2","[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",2013-07-30,"2013","07","30",347434178,"105000000",105,0,0,0,0,1,"thesmurfs2"
"21383","177699","alan partridge alpha papa","[{'id': 35, 'name': 'Comedy'}]",2013-07-24,"2013","07","24",9800000,"4000000",90,0,0,0,0,1,"alanpartridgealphapapa"
"21385","158743","computer chess","[{'id': 35, 'name': 'Comedy'}]",2013-07-17,"2013","07","17",0,"0",91,0,0,0,0,1,"computerchess"
"21387","121791","l attentat","[{'id': 18, 'name': 'Drama'}]",2012-09-01,"2012","09","01",0,"0",102,1,0,0,0,0,"lattentat"
"21388","201676","my little pony equestria girls","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",2013-06-15,"2013","06","15",0,"0",72,0,0,1,0,1,"mylittleponyequestriagirls"
"21390","89345","bloody murder","[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2000-09-12,"2000","09","12",0,"0",88,1,1,0,0,0,"bloodymurder"
"21391","205985","miss you can do it","[{'id': 99, 'name': 'Documentary'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",2013-06-24,"2013","06","24",0,"0",75,1,0,1,0,1,"missyoucandoit"
"21394","147276","jay and silent bob go down under","[{'id': 35, 'name': 'Comedy'}]",2012-11-30,"2012","11","30",0,"0",60,0,0,0,0,1,"jayandsilentbobgodownunder"
"21396","76544","man of tai chi","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",2013-07-04,"2013","07","04",2054941,"25000000",105,1,0,0,1,0,"manoftaichi"
"21399","113148","prince avalanche","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013-02-13,"2013","02","13",0,"725000",94,1,0,0,0,1,"princeavalanche"
"21401","21683","batman mystery of the batwoman","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",2003-10-21,"2003","10","21",0,"0",74,0,0,0,1,1,"batmanmysteryofthebatwoman"
"21402","65291","green lantern emerald knights","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",2011-04-09,"2011","04","09",0,"3500000",84,0,0,0,1,1,"greenlanternemeraldknights"
"21405","212994","from one second to the next","[{'id': 99, 'name': 'Documentary'}]",2013-08-07,"2013","08","07",0,"0",34,0,0,1,0,0,"fromonesecondtothenext"
"21408","138832","we re the millers","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2013-08-07,"2013","08","07",269994119,"37000000",110,1,0,0,0,1,"werethemillers"
"21410","39957","burning bright","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2012-05-02,"2012","05","02",0,"0",89,1,1,0,0,0,"burningbright"
"21411","109418","grown ups 2","[{'id': 35, 'name': 'Comedy'}]",2013-07-11,"2013","07","11",246984278,"80000000",100,0,0,0,0,1,"grownups2"
"21412","211830","defcon the documentary","[{'id': 99, 'name': 'Documentary'}]",2013-08-01,"2013","08","01",0,"0",110,0,0,1,0,0,"defconthedocumentary"
"21413","212927","jamie and jessie are not together","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2011-06-18,"2011","06","18",0,"0",95,1,0,0,0,1,"jamieandjessiearenottogether"
"21414","110410","du zhan","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2012-11-15,"2012","11","15",0,"0",107,1,0,0,1,0,"duzhan"
"21417","97008","farmageddon","[{'id': 99, 'name': 'Documentary'}]",2011-07-08,"2011","07","08",0,"0",86,0,0,1,0,0,"farmageddon"
"21418","59859","kick ass 2","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",2013-07-17,"2013","07","17",60700000,"28000000",103,1,0,0,1,1,"kickass2"
"21419","87421","riddick","[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2013-09-02,"2013","09","02",98337295,"38000000",119,0,1,0,1,1,"riddick"
"21420","151960","planes","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",2013-08-09,"2013","08","09",219788712,"50000000",91,0,0,0,1,1,"planes"
"21424","37312","killer at large","[{'id': 99, 'name': 'Documentary'}]",2008-11-21,"2008","11","21",0,"0",102,0,0,1,0,0,"killeratlarge"
"21426","158999","blackfish","[{'id': 99, 'name': 'Documentary'}]",2013-06-07,"2013","06","07",2063312,"0",83,0,0,1,0,0,"blackfish"
"21427","115348","paranoia","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2013-08-14,"2013","08","14",13785015,"35000000",106,1,1,0,0,0,"paranoia"
"21428","124091","la leggenda di kaspar hauser","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2012-01-30,"2012","01","30",0,"0",95,1,0,0,0,1,"laleggendadikasparhauser"
"21430","149870","È Á ã„Å „Å ","[{'id': 16, 'name': 'Animation'}]",2013-07-20,"2013","07","20",117932401,"30000000",126,0,0,0,0,1,"ÈÁã„Å„Å"
"21431","24631","maria ihm schmeckt s nicht ","[{'id': 35, 'name': 'Comedy'}]",2009-08-05,"2009","08","05",0,"0",92,0,0,0,0,1,"mariaihmschmecktsnicht"
"21432","81780","a golpes","[{'id': 18, 'name': 'Drama'}]",2005-11-04,"2005","11","04",0,"0",0,1,0,0,0,0,"agolpes"
"21434","198210","evidence","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2013-07-19,"2013","07","19",0,"0",93,1,1,0,0,0,"evidence"
"21436","115782","jobs","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2013-08-16,"2013","08","16",35931410,"12000000",128,1,0,1,0,0,"jobs"
"21439","123553","the mortal instruments city of bones","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",2013-08-21,"2013","08","21",90565421,"60000000",130,1,1,0,1,1,"themortalinstrumentscityofbones"
"21440","113362","hitler s children","[{'id': 10752, 'name': 'War'}, {'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",2011-11-21,"2011","11","21",0,"0",83,0,0,1,1,0,"hitlerschildren"
"21441","98412","flight of the conchords a texan odyssey","[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",2006-10-19,"2006","10","19",0,"0",44,0,0,1,0,1,"flightoftheconchordsatexanodyssey"
"21442","47559","the first grader","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2010-09-04,"2010","09","04",0,"0",103,1,0,0,0,0,"thefirstgrader"
"21443","154282","touchy feely","[{'id': 18, 'name': 'Drama'}]",2013-01-19,"2013","01","19",35022,"0",89,1,0,0,0,0,"touchyfeely"
"21444","92506","four horsemen","[{'id': 99, 'name': 'Documentary'}]",2012-03-14,"2012","03","14",0,"0",97,0,0,1,0,0,"fourhorsemen"
"21445","184020","des gens qui s embrassent","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013-01-13,"2013","01","13",0,"0",100,1,0,0,0,1,"desgensquisembrassent"
"21447","132363","the butler","[{'id': 18, 'name': 'Drama'}]",2013-08-16,"2013","08","16",115922175,"25000000",132,1,0,0,0,0,"thebutler"
"21448","157360","in a world ","[{'id': 35, 'name': 'Comedy'}]",2013-08-09,"2013","08","09",2963902,"1000000",93,0,0,0,0,1,"inaworld"
"21449","82473","askari","[]",2001-12-01,"2001","12","01",0,"0",85,0,0,0,0,0,"askari"
"21452","159622","terms and conditions may apply","[{'id': 99, 'name': 'Documentary'}]",2013-07-12,"2013","07","12",0,"0",79,0,0,1,0,0,"termsandconditionsmayapply"
"21453","174346","alias ruby blade","[{'id': 99, 'name': 'Documentary'}]",2012-11-16,"2012","11","16",0,"0",78,0,0,1,0,0,"aliasrubyblade"
"21454","45109","entre len„ „ is","[{'id': 10749, 'name': 'Romance'}]",2008-12-05,"2008","12","05",0,"0",88,1,0,0,0,0,"entrelen„„is"
"21455","128133","museum hours","[{'id': 18, 'name': 'Drama'}]",2012-08-08,"2012","08","08",0,"0",106,1,0,0,0,0,"museumhours"
"21456","152748","ain t them bodies saints","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",2013-07-03,"2013","07","03",1031243,"0",96,1,0,0,1,0,"aintthembodiessaints"
"21457","133108","money matters","[{'id': 18, 'name': 'Drama'}]",2011-11-15,"2011","11","15",0,"0",89,1,0,0,0,0,"moneymatters"
"21458","200063","sunset strip","[{'id': 99, 'name': 'Documentary'}]",2012-03-16,"2012","03","16",0,"0",0,0,0,1,0,0,"sunsetstrip"
"21459","49542","wartorn 1861 2010","[{'id': 99, 'name': 'Documentary'}]",2010-11-11,"2010","11","11",0,"0",90,0,0,1,0,0,"wartorn18612010"
"21461","122906","about time","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",2013-08-16,"2013","08","16",87100449,"12000000",123,1,0,0,0,1,"abouttime"
"21462","83114","tatsumi","[{'id': 16, 'name': 'Animation'}, {'id': 36, 'name': 'History'}]",2011-09-15,"2011","09","15",0,"800",94,0,0,1,0,1,"tatsumi"
"21463","205022","chennai express","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",2013-08-09,"2013","08","09",6.2e+07,"18000000",141,1,0,0,1,1,"chennaiexpress"
"21464","98064","the source family","[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",2011-11-02,"2011","11","02",0,"0",91,0,0,1,0,0,"thesourcefamily"
"21465","15440","fritt vilt ll","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2008-10-09,"2008","10","09",0,"0",86,1,1,0,0,0,"frittviltll"
"21466","56937","fritt vilt iii","[{'id': 27, 'name': 'Horror'}]",2010-10-15,"2010","10","15",0,"0",95,0,1,0,0,0,"frittviltiii"
"21467","19029","when nietzsche wept","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007-08-02,"2007","08","02",0,"0",105,1,0,0,0,0,"whennietzschewept"
"21469","122088"," ú û ú ê ê î ó ú ú","[{'id': 18, 'name': 'Drama'}]",2012-07-01,"2012","07","01",1775316,"0",90,1,0,0,0,0,"úûúêêîóúú"
"21470","101179","truth or dare","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2012-08-05,"2012","08","05",0,"0",95,1,1,0,0,0,"truthordare"
"21471","104880","shadows of liberty","[{'id': 99, 'name': 'Documentary'}]",2012-04-27,"2012","04","27",0,"0",93,0,0,1,0,0,"shadowsofliberty"
"21472","130055","cherchez hortense","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2012-09-05,"2012","09","05",0,"0",100,1,0,0,0,1,"cherchezhortense"
"21473","30061","justice league crisis on two earths","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",2010-02-23,"2010","02","23",0,"0",75,0,0,0,1,1,"justiceleaguecrisisontwoearths"
"21474","117924","somewhere between","[{'id': 99, 'name': 'Documentary'}]",2012-08-24,"2012","08","24",0,"0",88,0,0,1,0,0,"somewherebetween"
"21475","91690","les neiges du kilimandjaro","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2011-11-16,"2011","11","16",0,"0",90,1,0,0,0,1,"lesneigesdukilimandjaro"
"21476","98568","enter nowhere","[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2011-10-22,"2011","10","22",0,"0",90,1,1,0,0,1,"enternowhere"
"21477","109260","viagem a portugal","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2011-06-16,"2011","06","16",0,"0",75,1,0,0,0,0,"viagemaportugal"
"21479","199373","the frozen ground","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2013-07-18,"2013","07","18",5496951,"27220000",105,1,1,0,0,0,"thefrozenground"
"21480","66608","blubberella","[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",2011-07-29,"2011","07","29",0,"0",83,0,1,0,1,1,"blubberella"
"21483","83899","you re next","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2011-09-10,"2011","09","10",14347000,"0",95,1,1,0,0,0,"yourenext"
"21486","42355","Á 36ÂÄãÊïÖ‰ ã","[{'id': 18, 'name': 'Drama'}]",2010-05-14,"2010","05","14",0,"0",82,1,0,0,0,0,"Á36ÂÄãÊïÖ‰ã"
"21487","46891","find love","[{'id': 10749, 'name': 'Romance'}]",2006-01-01,"2006","01","01",0,"500000",0,1,0,0,0,0,"findlove"
"21492","83272","ang babae sa septic tank","[{'id': 35, 'name': 'Comedy'}]",2011-08-03,"2011","08","03",0,"0",87,0,0,0,0,1,"angbabaesaseptictank"
"21494","167919","confine","[{'id': 53, 'name': 'Thriller'}]",2012-09-29,"2012","09","29",0,"0",91,0,1,0,0,0,"confine"
"21495","136466","sparrows dance","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2013-08-23,"2013","08","23",0,"175000",81,1,0,0,0,1,"sparrowsdance"
"21496","26971","dieta mediterr„ nea","[{'id': 35, 'name': 'Comedy'}]",2009-02-06,"2009","02","06",0,"0",100,0,0,0,0,1,"dietamediterr„nea"
"21498","169209","empire state","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",2013-09-03,"2013","09","03",3639345,"11000000",94,1,0,0,1,0,"empirestate"
"21501","140708","korsoteoria","[]",2012-03-09,"2012","03","09",0,"0",30,0,0,0,0,0,"korsoteoria"
"21504","21708","Ï Ìè Î àÎàÑÎù 2 ÎèúÏïÑÏò Ï†ÑÏÑ ","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2003-09-05,"2003","09","05",0,"0",110,0,0,0,1,1,"ÏÌèÎàÎàÑÎù2ÎèúÏïÑÏòÏ†ÑÏÑ"
"21505","129432","queen of montreuil","[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",2012-08-31,"2012","08","31",0,"0",87,0,0,0,0,1,"queenofmontreuil"
"21506","138496","crawlspace","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2012-05-01,"2012","05","01",0,"0",89,1,1,0,0,1,"crawlspace"
"21507","122372","the ghostmaker","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2011-08-01,"2011","08","01",0,"0",91,0,1,0,0,1,"theghostmaker"
"21508","17886","mutants","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",2009-05-06,"2009","05","06",0,"0",85,0,1,0,0,1,"mutants"
"21512","127651","the seasoning house","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2012-08-21,"2012","08","21",0,"0",89,0,1,0,0,0,"theseasoninghouse"
"21513","202495","kurteist f„ lk","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013-03-31,"2013","03","31",0,"0",0,1,0,0,0,1,"kurteistf„lk"
"21514","32389","logorama","[{'id': 16, 'name': 'Animation'}]",2009-01-01,"2009","01","01",0,"0",16,0,0,0,0,1,"logorama"
"21515","43740","ha boged hakatan","[{'id': 18, 'name': 'Drama'}]",2009-01-01,"2009","01","01",0,"0",88,1,0,0,0,0,"habogedhakatan"
"21516","33196","Ìï Ïö ÎúÄ","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2009-06-06,"2009","06","06",11301649,"16000000",120,1,1,0,1,1,"ÌïÏöÎúÄ"
"21517","198342","family band the cowsills story","[{'id': 99, 'name': 'Documentary'}, {'id': 10751, 'name': 'Family'}]",2011-08-10,"2011","08","10",0,"0",90,0,0,1,0,1,"familybandthecowsillsstory"
"21518","180318","the chicago 8","[{'id': 18, 'name': 'Drama'}]",2011-06-04,"2011","06","04",0,"0",88,1,0,0,0,0,"thechicago8"
"21519","159167","the world according to dick cheney","[]",2013-01-18,"2013","01","18",0,"0",105,0,0,0,0,0,"theworldaccordingtodickcheney"
"21520","169758","the stranger within","[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2013-05-01,"2013","05","01",0,"800000",90,1,1,0,0,0,"thestrangerwithin"
"21521","176720","something real and good","[{'id': 18, 'name': 'Drama'}]",2013-03-05,"2013","03","05",0,"0",81,1,0,0,0,0,"somethingrealandgood"
"21522","2911","the last drop","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",2005-05-23,"2005","05","23",0,"0",103,1,0,1,1,0,"thelastdrop"
"21523","16921","autopsy","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2008-08-24,"2008","08","24",0,"15000000",84,0,1,0,0,0,"autopsy"
"21525","129854","trust us this is all made up","[{'id': 99, 'name': 'Documentary'}]",2009-03-13,"2009","03","13",0,"0",83,0,0,1,0,0,"trustusthisisallmadeup"
"21529","111190","adore","[{'id': 18, 'name': 'Drama'}]",2013-04-03,"2013","04","03",318982,"16000000",100,1,0,0,0,0,"adore"
"21530","37845","french roast","[{'id': 16, 'name': 'Animation'}]",2008-09-30,"2008","09","30",0,"0",8,0,0,0,0,1,"frenchroast"
"21531","79628","tt3d closer to the edge","[{'id': 99, 'name': 'Documentary'}]",2011-04-22,"2011","04","22",0,"0",104,0,0,1,0,0,"tt3dclosertotheedge"
"21532","50674","the lost future","[{'id': 12, 'name': 'Adventure'}]",2010-11-13,"2010","11","13",0,"0",90,0,0,0,1,1,"thelostfuture"
"21535","147129","maria bamford the special special special ","[{'id': 35, 'name': 'Comedy'}]",2012-11-28,"2012","11","28",0,"0",50,0,0,0,0,1,"mariabamfordthespecialspecialspecial"
"21540","84338","simon killer","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2012-04-12,"2012","04","12",0,"0",105,1,1,0,0,0,"simonkiller"
